"Date" "Value"
"776" 2016-04-27 28
"777" 2016-04-28 70
"778" 2016-04-29 NA
"779" 2016-04-30 NA
"780" 2016-05-01 NA
"781" 2016-05-02 NA
"782" 2016-05-03 60
"783" 2016-05-04 NA
"784" 2016-05-05 NA
"785" 2016-05-06 NA
"786" 2016-05-07 NA
"787" 2016-05-08 15
"788" 2016-05-09 NA
"789" 2016-05-10 45
"790" 2016-05-11 NA
"791" 2016-05-12 NA
"792" 2016-05-13 NA
"793" 2016-05-14 31
"794" 2016-05-15 NA
"795" 2016-05-16 NA
"796" 2016-05-17 3
"797" 2016-05-18 NA
"798" 2016-05-19 NA
"799" 2016-05-20 NA
"800" 2016-05-21 NA
"801" 2016-05-22 20
"802" 2016-05-23 5
"803" 2016-05-24 10
"804" 2016-05-25 NA
"805" 2016-05-26 10
"806" 2016-05-27 NA
"807" 2016-05-28 NA
"808" 2016-05-29 20
"809" 2016-05-30 58
"810" 2016-05-31 NA
"811" 2016-06-01 10
"812" 2016-06-02 15
"813" 2016-06-03 5
"814" 2016-06-04 NA
"815" 2016-06-05 100
"816" 2016-06-06 NA
"817" 2016-06-07 NA
"818" 2016-06-08 NA
"819" 2016-06-09 20
"820" 2016-06-10 10
"821" 2016-06-11 10
"822" 2016-06-12 NA
"823" 2016-06-13 2
"824" 2016-06-14 NA
"825" 2016-06-15 15
"826" 2016-06-16 NA
"827" 2016-06-17 NA
"828" 2016-06-18 NA
"829" 2016-06-19 45
"830" 2016-06-20 10
"831" 2016-06-21 7
"832" 2016-06-22 7
"833" 2016-06-23 7
"834" 2016-06-24 20
"835" 2016-06-25 NA
"836" 2016-06-26 NA
"837" 2016-06-27 10
"838" 2016-06-28 NA
"839" 2016-06-29 NA
"840" 2016-06-30 NA
"841" 2016-07-01 8
"842" 2016-07-02 NA
"843" 2016-07-03 NA
"844" 2016-07-04 8
"845" 2016-07-05 NA
"846" 2016-07-06 NA
"847" 2016-07-07 NA
"848" 2016-07-08 20
"849" 2016-07-09 7
"850" 2016-07-10 NA
"851" 2016-07-11 10
"852" 2016-07-12 70
"853" 2016-07-13 3
"854" 2016-07-14 NA
"855" 2016-07-15 55
"856" 2016-07-16 NA
"857" 2016-07-17 48
"858" 2016-07-18 NA
"859" 2016-07-19 NA
"860" 2016-07-20 22
"861" 2016-07-21 7
"862" 2016-07-22 16
"863" 2016-07-23 8
"864" 2016-07-24 5
"865" 2016-07-25 NA
"866" 2016-07-26 2
"867" 2016-07-27 NA
"868" 2016-07-28 NA
"869" 2016-07-29 7
"870" 2016-07-30 NA
"871" 2016-07-31 NA
"872" 2016-08-01 NA
"873" 2016-08-02 8
"874" 2016-08-03 22
"875" 2016-08-04 NA
"876" 2016-08-05 NA
"877" 2016-08-06 NA
"878" 2016-08-07 NA
"879" 2016-08-08 NA
"880" 2016-08-09 NA
"881" 2016-08-10 NA
"882" 2016-08-11 NA
"883" 2016-08-12 NA
"884" 2016-08-13 NA
"885" 2016-08-14 NA
"886" 2016-08-15 3
"887" 2016-08-16 4
"888" 2016-08-17 NA
"889" 2016-08-18 3
"890" 2016-08-19 NA
"891" 2016-08-20 NA
"892" 2016-08-21 NA
"893" 2016-08-22 NA
"894" 2016-08-23 5
"895" 2016-08-24 3
"896" 2016-08-25 5
"897" 2016-08-26 NA
"898" 2016-08-27 NA
"899" 2016-08-28 NA
"900" 2016-08-29 5
"901" 2016-08-30 NA
"902" 2016-08-31 NA
"903" 2016-09-01 NA
"904" 2016-09-02 NA
"905" 2016-09-03 NA
"906" 2016-09-04 80
"907" 2016-09-05 NA
"908" 2016-09-06 10
"909" 2016-09-07 8
"910" 2016-09-08 NA
"911" 2016-09-09 NA
"912" 2016-09-10 NA
"913" 2016-09-11 12
"914" 2016-09-12 NA
"915" 2016-09-13 5
"916" 2016-09-14 9
"917" 2016-09-15 10
"918" 2016-09-16 NA
"919" 2016-09-17 NA
"920" 2016-09-18 38
"921" 2016-09-19 NA
"922" 2016-09-20 10
"923" 2016-09-21 12
