"Date" "Value"
"788" 2012-03-15 NA
"789" 2012-03-16 NA
"790" 2012-03-17 117
"791" 2012-03-18 NA
"792" 2012-03-19 13
"793" 2012-03-20 12
"794" 2012-03-21 NA
"795" 2012-03-22 NA
"796" 2012-03-23 NA
"797" 2012-03-24 NA
"798" 2012-03-25 NA
"799" 2012-03-26 NA
"800" 2012-03-27 NA
"801" 2012-03-28 NA
"802" 2012-03-29 NA
"803" 2012-03-30 NA
"804" 2012-03-31 10
"805" 2012-04-01 NA
"806" 2012-04-02 10
"807" 2012-04-03 38
"808" 2012-04-04 NA
"809" 2012-04-05 NA
"810" 2012-04-06 NA
"811" 2012-04-07 NA
"812" 2012-04-08 140
"813" 2012-04-09 NA
"814" 2012-04-10 NA
"815" 2012-04-11 NA
"816" 2012-04-12 NA
"817" 2012-04-13 NA
"818" 2012-04-14 NA
"819" 2012-04-15 NA
"820" 2012-04-16 21
"821" 2012-04-17 NA
"822" 2012-04-18 10
"823" 2012-04-19 40
"824" 2012-04-20 NA
"825" 2012-04-21 NA
"826" 2012-04-22 NA
"827" 2012-04-23 78
"828" 2012-04-24 NA
"829" 2012-04-25 NA
"830" 2012-04-26 40
"831" 2012-04-27 NA
"832" 2012-04-28 NA
"833" 2012-04-29 NA
"834" 2012-04-30 18
"835" 2012-05-01 57
"836" 2012-05-02 NA
"837" 2012-05-03 NA
"838" 2012-05-04 NA
"839" 2012-05-05 18
"840" 2012-05-06 NA
"841" 2012-05-07 61
"842" 2012-05-08 NA
"843" 2012-05-09 15
"844" 2012-05-10 12
"845" 2012-05-11 NA
"846" 2012-05-12 62
"847" 2012-05-13 NA
"848" 2012-05-14 NA
"849" 2012-05-15 NA
"850" 2012-05-16 60
"851" 2012-05-17 NA
"852" 2012-05-18 NA
"853" 2012-05-19 NA
"854" 2012-05-20 NA
"855" 2012-05-21 NA
"856" 2012-05-22 NA
"857" 2012-05-23 NA
"858" 2012-05-24 13
"859" 2012-05-25 NA
"860" 2012-05-26 42
"861" 2012-05-27 NA
"862" 2012-05-28 NA
"863" 2012-05-29 NA
"864" 2012-05-30 NA
"865" 2012-05-31 43
"866" 2012-06-01 NA
"867" 2012-06-02 NA
"868" 2012-06-03 NA
"869" 2012-06-04 NA
"870" 2012-06-05 8
"871" 2012-06-06 NA
"872" 2012-06-07 NA
"873" 2012-06-08 NA
"874" 2012-06-09 NA
"875" 2012-06-10 NA
"876" 2012-06-11 NA
"877" 2012-06-12 NA
"878" 2012-06-13 NA
"879" 2012-06-14 NA
"880" 2012-06-15 NA
"881" 2012-06-16 NA
"882" 2012-06-17 NA
"883" 2012-06-18 NA
"884" 2012-06-19 35
"885" 2012-06-20 NA
"886" 2012-06-21 NA
"887" 2012-06-22 NA
"888" 2012-06-23 NA
"889" 2012-06-24 NA
"890" 2012-06-25 NA
"891" 2012-06-26 NA
"892" 2012-06-27 26
"893" 2012-06-28 NA
"894" 2012-06-29 NA
"895" 2012-06-30 NA
"896" 2012-07-01 NA
"897" 2012-07-02 NA
"898" 2012-07-03 28
"899" 2012-07-04 NA
"900" 2012-07-05 NA
"901" 2012-07-06 NA
"902" 2012-07-07 NA
"903" 2012-07-08 NA
"904" 2012-07-09 NA
"905" 2012-07-10 28
"906" 2012-07-11 30
"907" 2012-07-12 NA
"908" 2012-07-13 38
"909" 2012-07-14 NA
"910" 2012-07-15 NA
"911" 2012-07-16 NA
"912" 2012-07-17 NA
"913" 2012-07-18 10
"914" 2012-07-19 NA
"915" 2012-07-20 59
"916" 2012-07-21 NA
"917" 2012-07-22 NA
"918" 2012-07-23 60
"919" 2012-07-24 81
"920" 2012-07-25 12
"921" 2012-07-26 NA
"922" 2012-07-27 NA
"923" 2012-07-28 NA
"924" 2012-07-29 NA
"925" 2012-07-30 NA
"926" 2012-07-31 NA
"927" 2012-08-01 NA
"928" 2012-08-02 NA
"929" 2012-08-03 90
"930" 2012-08-04 NA
"931" 2012-08-05 NA
"932" 2012-08-06 44
"933" 2012-08-07 NA
"934" 2012-08-08 NA
"935" 2012-08-09 NA
"936" 2012-08-10 NA
"937" 2012-08-11 NA
"938" 2012-08-12 NA
"939" 2012-08-13 NA
"940" 2012-08-14 NA
"941" 2012-08-15 NA
"942" 2012-08-16 NA
"943" 2012-08-17 54
"944" 2012-08-18 NA
"945" 2012-08-19 NA
"946" 2012-08-20 NA
"947" 2012-08-21 NA
"948" 2012-08-22 NA
"949" 2012-08-23 NA
"950" 2012-08-24 NA
"951" 2012-08-25 NA
"952" 2012-08-26 NA
"953" 2012-08-27 NA
"954" 2012-08-28 NA
"955" 2012-08-29 NA
"956" 2012-08-30 NA
"957" 2012-08-31 62
"958" 2012-09-01 NA
"959" 2012-09-02 NA
"960" 2012-09-03 NA
"961" 2012-09-04 NA
"962" 2012-09-05 NA
"963" 2012-09-06 NA
"964" 2012-09-07 NA
"965" 2012-09-08 NA
"966" 2012-09-09 NA
"967" 2012-09-10 18
"968" 2012-09-11 NA
"969" 2012-09-12 NA
"970" 2012-09-13 12
"971" 2012-09-14 NA
"972" 2012-09-15 NA
"973" 2012-09-16 NA
"974" 2012-09-17 10
"975" 2012-09-18 NA
"976" 2012-09-19 NA
"977" 2012-09-20 NA
"978" 2012-09-21 41
"979" 2012-09-22 NA
"980" 2012-09-23 NA
"981" 2012-09-24 12
"982" 2012-09-25 25
"983" 2012-09-26 NA
"984" 2012-09-27 NA
"985" 2012-09-28 NA
"986" 2012-09-29 NA
"987" 2012-09-30 NA
"988" 2012-10-01 32
"989" 2012-10-02 NA
"990" 2012-10-03 NA
"991" 2012-10-04 56
"992" 2012-10-05 NA
"993" 2012-10-06 NA
"994" 2012-10-07 NA
"995" 2012-10-08 22
"996" 2012-10-09 NA
"997" 2012-10-10 NA
"998" 2012-10-11 NA
"999" 2012-10-12 NA
"1000" 2012-10-13 NA
